Source,Year,Series,Target,Value
Oman,2020,Major trading partner 2 (% of imports),China,5.9
Oman,2010,Major trading partner 3 (% of exports),Qatar,0.5
Oman,2015,Major trading partner 3 (% of exports),Qatar,0.8
Oman,2020,Major trading partner 3 (% of exports),Qatar,4.3
Oman,2010,Major trading partner 3 (% of imports),India,4.5
Oman,2015,Major trading partner 3 (% of imports),India,7.2
Oman,2020,Major trading partner 3 (% of imports),India,4.4
Other non-specified areas,2010,Major trading partner 1 (% of exports),China,28
Other non-specified areas,2015,Major trading partner 1 (% of exports),China,25.4
Other non-specified areas,2020,Major trading partner 1 (% of exports),China,29.7
Other non-specified areas,2010,Major trading partner 1 (% of imports),China,14.3
Other non-specified areas,2015,Major trading partner 1 (% of imports),China,19.3
Other non-specified areas,2020,Major trading partner 1 (% of imports),China,22.2
Other non-specified areas,2010,Major trading partner 2 (% of exports),United States,11.5
Other non-specified areas,2015,Major trading partner 2 (% of exports),United States,12.2
Other non-specified areas,2020,Major trading partner 2 (% of exports),United States,14.7
Other non-specified areas,2010,Major trading partner 2 (% of imports),Japan,20.7
Other non-specified areas,2015,Major trading partner 2 (% of imports),Japan,16.9
Other non-specified areas,2020,Major trading partner 2 (% of imports),Japan,16.1
Other non-specified areas,2010,Major trading partner 3 (% of exports),"China, Hong Kong SAR",13.8
Other non-specified areas,2015,Major trading partner 3 (% of exports),"China, Hong Kong SAR",13.6
Other non-specified areas,2020,Major trading partner 3 (% of exports),"China, Hong Kong SAR",14.2
Other non-specified areas,2010,Major trading partner 3 (% of imports),United States,10.2
Other non-specified areas,2015,Major trading partner 3 (% of imports),United States,11.6
Other non-specified areas,2020,Major trading partner 3 (% of imports),United States,11.5
Pakistan,2010,Major trading partner 1 (% of exports),United States,17.2
Pakistan,2015,Major trading partner 1 (% of exports),United States,16.6
Pakistan,2020,Major trading partner 1 (% of exports),United States,18.6
Pakistan,2010,Major trading partner 1 (% of imports),China,14
Pakistan,2015,Major trading partner 1 (% of imports),China,25
Pakistan,2020,Major trading partner 1 (% of imports),China,27.3
Pakistan,2010,Major trading partner 2 (% of exports),China,6.7
Pakistan,2015,Major trading partner 2 (% of exports),China,8.8
Pakistan,2020,Major trading partner 2 (% of exports),China,8.4
Pakistan,2010,Major trading partner 2 (% of imports),United Arab Emirates,14
Pakistan,2015,Major trading partner 2 (% of imports),United Arab Emirates,13
Pakistan,2020,Major trading partner 2 (% of imports),United Arab Emirates,9.8
Pakistan,2010,Major trading partner 3 (% of exports),United Kingdom,5.2
Pakistan,2015,Major trading partner 3 (% of exports),United Kingdom,7.1
Pakistan,2020,Major trading partner 3 (% of exports),United Kingdom,7.8
Pakistan,2010,Major trading partner 3 (% of imports),United States,4.3
Pakistan,2015,Major trading partner 3 (% of imports),United States,4.4
Pakistan,2020,Major trading partner 3 (% of imports),United States,5.6
Palau,2010,Major trading partner 1 (% of exports),Japan,82.5
Palau,2015,Major trading partner 1 (% of exports),Japan,6
Palau,2020,Major trading partner 1 (% of exports),Japan,77.2
Palau,2010,Major trading partner 1 (% of imports),United States,34.9
Palau,2015,Major trading partner 1 (% of imports),United States,37.7
Palau,2020,Major trading partner 1 (% of imports),United States,34.8
Palau,2015,Major trading partner 2 (% of exports),Areas nes,31.3
Palau,2020,Major trading partner 2 (% of exports),Areas nes,8.9
Palau,2010,Major trading partner 2 (% of imports),Singapore,17.9
Palau,2015,Major trading partner 2 (% of imports),Singapore,14.8
Palau,2020,Major trading partner 2 (% of imports),Singapore,17
Palau,2015,Major trading partner 3 (% of exports),Panama,0
Palau,2020,Major trading partner 3 (% of exports),Panama,4.7
Palau,2010,Major trading partner 3 (% of imports),Republic of Korea,2
Palau,2015,Major trading partner 3 (% of imports),Republic of Korea,6.1
Palau,2020,Major trading partner 3 (% of imports),Republic of Korea,10.3
Panama,2010,Major trading partner 1 (% of exports),Ecuador,4.1
Panama,2015,Major trading partner 1 (% of exports),Ecuador,3.6
Panama,2020,Major trading partner 1 (% of exports),Ecuador,13.8
Panama,2010,Major trading partner 1 (% of imports),China,24.9
Panama,2015,Major trading partner 1 (% of imports),China,34.1
Panama,2020,Major trading partner 1 (% of imports),China,24.7
Panama,2010,Major trading partner 2 (% of exports),United States,19.8
Panama,2015,Major trading partner 2 (% of exports),United States,21.8
Panama,2020,Major trading partner 2 (% of exports),United States,11.8
Panama,2010,Major trading partner 2 (% of imports),United States,20.5
Panama,2015,Major trading partner 2 (% of imports),United States,9.3
Panama,2020,Major trading partner 2 (% of imports),United States,16.2
Panama,2010,Major trading partner 3 (% of exports),Guatemala,3.9
Panama,2015,Major trading partner 3 (% of exports),Guatemala,4.3
Panama,2020,Major trading partner 3 (% of exports),Guatemala,10.3
Panama,2010,Major trading partner 3 (% of imports),Japan,3
Panama,2015,Major trading partner 3 (% of imports),Japan,1.5
Panama,2020,Major trading partner 3 (% of imports),Japan,13
Papua New Guinea,2010,Major trading partner 1 (% of exports),Australia,42.8
Papua New Guinea,2015,Major trading partner 1 (% of exports),Australia,23.2
Papua New Guinea,2020,Major trading partner 1 (% of exports),Australia,24.1
Papua New Guinea,2010,Major trading partner 1 (% of imports),Australia,39.5
Papua New Guinea,2015,Major trading partner 1 (% of imports),Australia,25.2
Papua New Guinea,2020,Major trading partner 1 (% of imports),Australia,33.1
Papua New Guinea,2010,Major trading partner 2 (% of exports),China,6.4
Papua New Guinea,2015,Major trading partner 2 (% of exports),China,18.4
Papua New Guinea,2020,Major trading partner 2 (% of exports),China,22.9
Papua New Guinea,2010,Major trading partner 2 (% of imports),China,7.3
Papua New Guinea,2015,Major trading partner 2 (% of imports),China,20.1
Papua New Guinea,2020,Major trading partner 2 (% of imports),China,21.9
Papua New Guinea,2010,Major trading partner 3 (% of exports),Japan,7
Papua New Guinea,2015,Major trading partner 3 (% of exports),Japan,28
Papua New Guinea,2020,Major trading partner 3 (% of exports),Japan,21
Papua New Guinea,2010,Major trading partner 3 (% of imports),Singapore,11.1
Papua New Guinea,2015,Major trading partner 3 (% of imports),Singapore,12
Papua New Guinea,2020,Major trading partner 3 (% of imports),Singapore,13.1
Paraguay,2010,Major trading partner 1 (% of exports),Brazil,33.7
Paraguay,2015,Major trading partner 1 (% of exports),Brazil,31.5
Paraguay,2020,Major trading partner 1 (% of exports),Brazil,33
Paraguay,2010,Major trading partner 1 (% of imports),Brazil,24.1
Paraguay,2015,Major trading partner 1 (% of imports),Brazil,24.8
Paraguay,2020,Major trading partner 1 (% of imports),Brazil,21.6
Paraguay,2010,Major trading partner 2 (% of exports),Argentina,8.5
Paraguay,2015,Major trading partner 2 (% of exports),Argentina,6.9
Paraguay,2020,Major trading partner 2 (% of exports),Argentina,22.8
Paraguay,2010,Major trading partner 2 (% of imports),United States,5.2
Paraguay,2015,Major trading partner 2 (% of imports),United States,9.2
Paraguay,2020,Major trading partner 2 (% of imports),United States,19.3
Paraguay,2010,Major trading partner 3 (% of exports),Chile,9.3
Paraguay,2015,Major trading partner 3 (% of exports),Chile,7.1
Paraguay,2020,Major trading partner 3 (% of exports),Chile,8.1
Paraguay,2010,Major trading partner 3 (% of imports),Argentina,11.9
Paraguay,2015,Major trading partner 3 (% of imports),Argentina,10.8
Paraguay,2020,Major trading partner 3 (% of imports),Argentina,18.6
Peru,2010,Major trading partner 1 (% of exports),China,15.2
Peru,2015,Major trading partner 1 (% of exports),China,22
Peru,2020,Major trading partner 1 (% of exports),China,29.4
Peru,2010,Major trading partner 1 (% of imports),China,17.2
Peru,2015,Major trading partner 1 (% of imports),China,22.8
Peru,2020,Major trading partner 1 (% of imports),China,24.2
Peru,2010,Major trading partner 2 (% of exports),United States,17.1
Peru,2015,Major trading partner 2 (% of exports),United States,15.1
Peru,2020,Major trading partner 2 (% of exports),United States,12.5
Peru,2010,Major trading partner 2 (% of imports),United States,19.4
Peru,2015,Major trading partner 2 (% of imports),United States,20.6
Peru,2020,Major trading partner 2 (% of imports),United States,20.8
Peru,2010,Major trading partner 3 (% of exports),Canada,9.3
Peru,2015,Major trading partner 3 (% of exports),Canada,7.2
Peru,2020,Major trading partner 3 (% of exports),Canada,5.2
Peru,2010,Major trading partner 3 (% of imports),Brazil,7.3
Peru,2015,Major trading partner 3 (% of imports),Brazil,5.1
Peru,2020,Major trading partner 3 (% of imports),Brazil,5.7
Philippines,2010,Major trading partner 1 (% of exports),United States,14.7
Philippines,2015,Major trading partner 1 (% of exports),United States,15
Philippines,2020,Major trading partner 1 (% of exports),United States,16.3
Philippines,2010,Major trading partner 1 (% of imports),China,8.5
Philippines,2015,Major trading partner 1 (% of imports),China,16.4
Philippines,2020,Major trading partner 1 (% of imports),China,22.8
Philippines,2010,Major trading partner 2 (% of exports),Japan,15.2
Philippines,2015,Major trading partner 2 (% of exports),Japan,21.1
Philippines,2020,Major trading partner 2 (% of exports),Japan,15.1
Philippines,2010,Major trading partner 2 (% of imports),Japan,12.5
Philippines,2015,Major trading partner 2 (% of imports),Japan,9.6
Philippines,2020,Major trading partner 2 (% of imports),Japan,9.6
Philippines,2010,Major trading partner 3 (% of exports),China,11.1
Philippines,2015,Major trading partner 3 (% of exports),China,10.9
Philippines,2020,Major trading partner 3 (% of exports),China,13.8
Philippines,2010,Major trading partner 3 (% of imports),Republic of Korea,6.9
Philippines,2015,Major trading partner 3 (% of imports),Republic of Korea,6.5
Philippines,2020,Major trading partner 3 (% of imports),Republic of Korea,7.5
Poland,2010,Major trading partner 1 (% of exports),Germany,26
Poland,2015,Major trading partner 1 (% of exports),Germany,26.9
Poland,2020,Major trading partner 1 (% of exports),Germany,28.9
Poland,2010,Major trading partner 1 (% of imports),Germany,21.7
Poland,2015,Major trading partner 1 (% of imports),Germany,22.6
Poland,2020,Major trading partner 1 (% of imports),Germany,21.9
Poland,2010,Major trading partner 2 (% of exports),Czechia,5.9
Poland,2015,Major trading partner 2 (% of exports),Czechia,6.5
Poland,2020,Major trading partner 2 (% of exports),Czechia,5.9
Poland,2010,Major trading partner 2 (% of imports),China,9.5
Poland,2015,Major trading partner 2 (% of imports),China,11.8
Poland,2020,Major trading partner 2 (% of imports),China,14.4
Poland,2010,Major trading partner 3 (% of exports),United Kingdom,6.3
Poland,2015,Major trading partner 3 (% of exports),United Kingdom,6.8
Poland,2020,Major trading partner 3 (% of exports),United Kingdom,5.7
Poland,2010,Major trading partner 3 (% of imports),Italy,5.6
Poland,2015,Major trading partner 3 (% of imports),Italy,5.2
Poland,2020,Major trading partner 3 (% of imports),Italy,5
Portugal,2010,Major trading partner 1 (% of exports),Spain,27
Portugal,2015,Major trading partner 1 (% of exports),Spain,24.8
Portugal,2020,Major trading partner 1 (% of exports),Spain,25.4
Portugal,2010,Major trading partner 1 (% of imports),Spain,32
Portugal,2015,Major trading partner 1 (% of imports),Spain,33
Portugal,2020,Major trading partner 1 (% of imports),Spain,32.6
Portugal,2010,Major trading partner 2 (% of exports),France,12
Portugal,2015,Major trading partner 2 (% of exports),France,12.2
Portugal,2020,Major trading partner 2 (% of exports),France,13.5
Portugal,2010,Major trading partner 2 (% of imports),Germany,13.9
Portugal,2015,Major trading partner 2 (% of imports),Germany,12.8
Portugal,2020,Major trading partner 2 (% of imports),Germany,13.3
Portugal,2010,Major trading partner 3 (% of exports),Germany,13
Portugal,2015,Major trading partner 3 (% of exports),Germany,11.9
Portugal,2020,Major trading partner 3 (% of exports),Germany,11.8
Portugal,2010,Major trading partner 3 (% of imports),France,7.2
Portugal,2015,Major trading partner 3 (% of imports),France,7.4
Portugal,2020,Major trading partner 3 (% of imports),France,7.4
Qatar,2010,Major trading partner 1 (% of exports),Japan,28.7
Qatar,2015,Major trading partner 1 (% of exports),Japan,20.8
Qatar,2020,Major trading partner 1 (% of exports),Japan,15.5
Qatar,2010,Major trading partner 1 (% of imports),United States,11.8
Qatar,2015,Major trading partner 1 (% of imports),United States,11
Qatar,2020,Major trading partner 1 (% of imports),United States,15.7
Qatar,2010,Major trading partner 2 (% of exports),China,3
Qatar,2015,Major trading partner 2 (% of exports),China,6.7
Qatar,2020,Major trading partner 2 (% of exports),China,15.2
Qatar,2010,Major trading partner 2 (% of imports),China,9.1
Qatar,2015,Major trading partner 2 (% of imports),China,11.5
Qatar,2020,Major trading partner 2 (% of imports),China,14.9
Qatar,2010,Major trading partner 3 (% of exports),India,8.6
Qatar,2015,Major trading partner 3 (% of exports),India,11.9
Qatar,2020,Major trading partner 3 (% of exports),India,14.3
Qatar,2010,Major trading partner 3 (% of imports),United Kingdom,5.1
Qatar,2015,Major trading partner 3 (% of imports),United Kingdom,5.7
Qatar,2020,Major trading partner 3 (% of imports),United Kingdom,7
Republic of Korea,2010,Major trading partner 1 (% of exports),China,25.1
Republic of Korea,2015,Major trading partner 1 (% of exports),China,26
Republic of Korea,2020,Major trading partner 1 (% of exports),China,25.9
Republic of Korea,2010,Major trading partner 1 (% of imports),China,16.8
Republic of Korea,2015,Major trading partner 1 (% of imports),China,20.7
Republic of Korea,2020,Major trading partner 1 (% of imports),China,23.3
Republic of Korea,2010,Major trading partner 2 (% of exports),United States,10.7
Republic of Korea,2015,Major trading partner 2 (% of exports),United States,13.3
Republic of Korea,2020,Major trading partner 2 (% of exports),United States,14.5
Republic of Korea,2010,Major trading partner 2 (% of imports),United States,9.5
